rank,name,symbol,market_cap,price,circulating_supply,volume,change_7d
1184,Standard Protocol,STND,"$3,426,129.92",$0.4472,"7,661,379 STND","$202,236.24",-31.51%
1185,Centaur,CNTR,"$3,447,320.55",$0.002407,"1,432,208,333 CNTR *","$796,329.13",-22.93%
1186,BitcoinPoS,BPS,"$3,292,247.04",$0.7348,"4,480,227 BPS","$2,015.18",-0.23%
1187,Argon,ARGON,"$3,450,484.54",$0.05041,"68,451,547 ARGON *","$122,252.70",-27.77%
1188,RING X PLATFORM,RINGX,"$3,482,339.77",$0.01277,"272,624,009 RINGX","$889,499.92",-14.90%
1189,Insureum,ISR,"$3,382,701.19",$0.0158,"214,048,583 ISR","$118,284.57",-19.78%
1190,BOLT,BOLT,"$3,370,690.06",$0.0034,"991,283,100 BOLT","$15,207.27",-22.90%
1191,PolkaFoundry,PKF,"$3,351,888.85",$0.1564,"21,432,084 PKF *","$74,274.23",-51.59%
1192,Indexed Finance,NDX,"$3,346,127.49",$3.9145,"854,801 NDX *","$5,222.39",-25.20%
1193,DAEX,DAX,"$3,319,259.12",$0.009359,"354,666,702 DAX *","$44,993.69",-0.35%
1194,OptionRoom,ROOM,"$3,290,103.52",$0.2697,"12,197,822 ROOM *","$94,602.11",-12.91%
1195,AnRKey X,$ANRX,"$3,348,054.88",$0.03621,"92,460,499 $ANRX *","$62,345.56",-25.13%
1196,Insights Network,INSTAR,"$3,313,308.68",$0.01684,"196,753,508 INSTAR *",$601.54,1.82%
1197,Pantos,PAN,"$3,320,684.86",$0.1208,"27,478,346 PAN","$3,298.16",-11.84%
1198,World Token,WORLD,"$3,314,021.05",$0.03654,"90,689,138 WORLD","$62,643.26",-30.11%
1199,My DeFi Pet,DPET,"$3,310,659.57",$0.5881,"5,629,649 DPET","$982,492.78",0.00%
1200,PhoenixDAO,PHNX,"$3,298,328.97",$0.05535,"59,595,770 PHNX","$147,546.72",-10.56%
1201,Q DAO Governance token v1.0,QDAO,"$3,300,782.44",$12.51,"263,856 QDAO","$45,379.73",0.10%
1202,Natus Vincere Fan Token,NAVI,"$3,236,731.26",$3.2333,"1,001,066 NAVI *",--,-18.61%
1203,Auctus,AUC,"$3,271,186.69",$0.06176,"52,966,215 AUC *","$40,294.55",-23.24%
1204,Scala,XLA,"$3,318,899.43",$0.0003253,"10,202,198,968 XLA","$8,037.32",-11.89%
1205,UniMex Network,UMX,"$3,273,157.77",$0.4674,"7,003,050 UMX","$93,878.84",-28.93%
1206,Falconswap,FSW,"$3,284,818.60",$0.08776,"37,429,794 FSW *","$108,321.82",-28.06%
1207,Atlas Protocol,ATP,"$3,255,631.89",$0.001264,"2,576,066,703 ATP *","$170,382.68",-16.28%
1208,Gameswap,GSWAP,"$3,256,521.40",$0.2907,"11,202,090 GSWAP *","$61,166.82",-9.66%
1209,Ixcoin,IXC,"$3,227,540.17",$0.1522,"21,199,118 IXC *",$40.01,267.37%
1210,APIX,APIX,"$3,222,322.92",$0.02671,"120,644,138 APIX","$6,705,978.78",6.50%
1211,Digital Reserve Currency,DRC,"$3,213,893.63",$0.003214,"1,000,000,000 DRC","$311,808.74",10.41%
1212,Tripio,TRIO,"$3,205,947.19",$0.0008549,"3,750,000,000 TRIO *","$492,703.47",-1.60%
1213,Beacon,BECN,"$3,193,233.74",$1.7934,"1,780,595 BECN *","$7,869.59",25.21%
1214,Litex,LXT,"$3,200,218.39",$0.0016,"2,000,000,000 LXT","$104,254.71",-25.57%
1215,Emercoin,EMC,"$3,192,837.48",$0.06704,"47,626,076 EMC","$20,864.94",-17.47%
1216,EXRNchain,EXRN,"$3,150,643.04",$0.00003406,"92,500,000,000 EXRN *","$18,353.78",-20.04%
1217,LinkEye,LET,"$3,155,487.20",$0.003669,"859,999,000 LET","$146,517.84",-28.29%
1218,KuboCoin,KUBO,"$3,138,703.92",$0.0000346,"90,708,745,843 KUBO",$6.6100,-3.15%
1219,Cryptaur,CPT,"$3,131,340.31",$0.0002322,"13,485,673,471 CPT","$7,549.25",-11.62%
1220,Spheroid Universe,SPH,"$3,142,589.78",$0.04629,"67,895,854 SPH *","$157,833.59",-18.32%
1221,Unicly Mystic Axies Collection,UAXIE,"$3,118,211.63",$0.3118,"10,000,000 UAXIE *",--,-21.00%
1222,Ravencoin Classic,RVC,"$3,160,389.66",$0.0003488,"9,061,330,000 RVC","$43,725.37",-6.55%
1223,HempCoin,THC,"$3,109,895.19",$0.01185,"262,339,196 THC",$335.78,-12.76%
1224,1World,1WO,"$3,103,760.60",$0.08339,"37,219,453 1WO","$6,523.30",-1.93%
1225,DragonVein,DVC,"$3,102,524.29",$0.006848,"453,082,170 DVC","$3,269,697.70",17.47%
1226,SaTT,SATT,"$3,078,033.62",$0.0009486,"3,244,898,181 SATT","$157,814.07",-7.10%
1227,UCA Coin,UCA,"$3,066,547.96",$0.001508,"2,033,648,350 UCA","$21,692.69",-6.98%
1228,Tokoin,TOKO,"$3,090,233.37",$0.0173,"178,664,008 TOKO","$410,435.10",8.92%
1229,Aryacoin,AYA,"$3,072,191.14",$0.01915,"160,459,559 AYA","$18,751.96",-18.79%
1230,0xBitcoin,0xBTC,"$3,057,127.11",$0.5329,"5,736,550 0xBTC","$436,909.65",-12.16%
1231,PlayFuel,PLF,"$3,052,382.87",$0.006105,"500,000,000 PLF","$6,885,190.40",-3.23%
1232,DeFi Yield Protocol,DYP,"$3,051,766.67",$0.3845,"7,936,270 DYP *","$816,677.92",-16.97%
1233,Dimecoin,DIME,"$3,025,858.01",$0.00000633,"478,333,438,962 DIME",$72.00,41.48%
1234,OTOCASH,OTO,"$3,021,958.93",$0.08207,"36,820,714 OTO","$3,699.68",-0.86%
1235,VeriDocGlobal,VDG,"$3,003,660.40",$0.0003161,"9,503,378,750 VDG","$272,504.83",8.22%
1236,BSC Station,BSCS,"$2,986,095.25",$0.08092,"36,903,908 BSCS *","$291,988.65",-31.33%
1237,GAMEE,GMEE,"$2,991,323.78",$0.1735,"17,242,021 GMEE","$196,869.96",-33.96%
1238,Chain Guardians,CGG,"$2,970,485.40",$0.1334,"22,264,985 CGG *","$125,729.04",-45.35%
1239,Unicly Hashmasks Collection,UMASK,"$2,949,611.11",$0.0295,"100,000,000 UMASK *",--,-13.05%
1240,Vidya,VIDYA,"$2,943,705.68",$0.07909,"37,219,452 VIDYA *","$502,741.81",-26.12%
1241,Offshift,XFT,"$2,954,868.69",$0.8847,"3,340,000 XFT *","$45,605.88",-3.37%
1242,Iconic Token,ICNQ,"$2,940,434.87",$0.2953,"9,957,313 ICNQ","$5,540.40",-23.46%
1243,SonoCoin,SONO,"$2,923,289.10",$0.1035,"28,250,407 SONO *","$140,679.95",0.19%
1244,Seedify.fund,SFUND,"$2,905,909.68",$0.5903,"4,922,629 SFUND *","$468,386.07",-49.08%
1245,CloakCoin,CLOAK,"$2,863,817.16",$0.5057,"5,662,858 CLOAK *","$15,937.96",9.66%
1246,SunContract,SNC,"$2,837,166.46",$0.02312,"122,707,503 SNC *","$258,134.84",-16.10%
1247,Bird.Money,BIRD,"$2,831,851.86",$37.09,"76,360 BIRD *","$262,577.70",-12.56%
1248,Netbox Coin,NBX,"$2,822,939.91",$0.03632,"77,720,614 NBX *","$591,769.70",-23.20%
1249,Nyzo,NYZO,"$2,864,752.40",$0.2403,"11,919,651 NYZO","$289,922.53",11.57%
1250,ILCOIN,ILC,"$2,760,901.60",$0.003813,"724,112,487 ILC","$15,064.51",-17.90%
1251,DMScript,DMST,"$2,794,512.63",$0.04658,"60,000,000 DMST *","$576,611.79",-4.34%
1252,Cloudbric,CLBK,"$2,806,250.91",$0.004603,"609,683,917 CLBK","$87,075.02",-4.00%
1253,MASQ,MASQ,"$2,805,780.93",$0.1458,"19,246,806 MASQ","$376,186.96",2.02%
1254,Patron,PAT,"$2,760,156.37",$0.007007,"393,938,955 PAT","$7,273.75",-6.54%
1255,Ycash,YEC,"$2,794,805.70",$0.2476,"11,289,519 YEC","$35,207.70",-4.24%
1256,Lisk Machine Learning,LML,"$2,786,818.94",$0.02322,"120,000,000 LML","$13,038.48",-16.15%
1257,Zenfuse,ZEFU,"$2,774,453.72",$0.04519,"61,390,779 ZEFU","$127,694.17",-25.42%
1258,42-coin,42,"$2,761,236.33","$65,743.80",42 42,"$2,688.93",-3.15%
1259,ZooKeeper,ZOO,"$2,803,753.78",$0.13,"21,560,454 ZOO *","$36,126.92",-34.90%
1260,Coldstack,CLS,"$2,770,470.38",$1.8409,"1,504,975 CLS *","$3,460.04",-9.92%
1261,Portion,PRT,"$2,745,046.50",$0.01438,"190,937,845 PRT *","$22,682.42",-25.53%
1262,Essentia,ESS,"$2,856,154.66",$0.002012,"1,419,218,032 ESS *","$142,163.48",-16.07%
1263,Poolz Finance,POOLZ,"$2,757,674.75",$1.7413,"1,583,695 POOLZ *","$799,763.78",-29.44%
1264,VIBE,VIBE,"$2,704,875.71",$0.0104,"260,136,427 VIBE *","$5,655.17",-3.26%
1265,Shadows,DOWS,"$2,705,137.12",$0.23,"11,762,500 DOWS *","$528,579.42",-36.15%
1266,Smart MFG,MFG,"$2,694,426.12",$0.008861,"304,091,151 MFG *","$41,920.98",-13.79%
1267,FedoraCoin,TIPS,"$2,679,976.25",$0.00001263,"212,269,865,434 TIPS","$71,382.97",-30.92%
1268,BitGreen,BITG,"$2,688,730.92",$0.2252,"11,941,077 BITG","$1,279.82",-33.08%
1269,EOSDT,EOSDT,"$2,679,777.82",$1.0141,"2,642,505 EOSDT *","$14,643.49",-0.01%
1270,Amon,AMN,"$2,670,665.84",$0.00377,"708,344,960 AMN",$364.01,-9.80%
1271,ASKO,ASKO,"$2,671,546.20",$0.02085,"128,160,351 ASKO","$653,262.11",-36.03%
1272,Waifu Token,WAIF,"$2,636,618.87",$0.002972,"887,172,502 WAIF *","$1,107.17",12.64%
1273,Open Platform,OPEN,"$2,639,899.97",$0.002487,"1,061,610,422 OPEN","$47,297.15",-30.00%
1274,SAFE DEAL,SFD,"$2,615,470.72",$4.3253,"604,690 SFD *","$217,620.03",-8.33%
1275,Doki Doki Finance,DOKI,"$2,624,359.64",$52.51,"49,979 DOKI *","$92,143.78",-2.70%
1276,Xend Finance,XEND,"$2,601,228.29",$0.1312,"19,822,691 XEND *","$830,508.58",-43.96%
1277,Cred,LBA,"$2,590,268.42",$0.002615,"990,410,205 LBA *","$217,317.35",-28.64%
1278,Ditto,DITTO,"$2,584,502.37",$1.0056,"2,570,142 DITTO *","$1,321.45",8.25%
1279,OKCash,OK,"$2,565,132.73",$0.03136,"81,804,613 OK *","$136,954.22",-8.47%
1280,CoTrader,COT,"$2,555,795.75",$0.0001353,"18,886,520,618 COT","$3,787.52",-18.94%
1281,Content Neutrality Network,CNN,"$2,520,880.05",$0.00006458,"39,035,223,816 CNN","$174,514.85",5.79%
1282,Alpaca Finance,ALPACA,"$2,540,594.10",$0.3839,"6,618,686 ALPACA *","$439,079.64",-49.07%
1283,ContentBox,BOX,"$2,527,682.48",$0.001471,"1,718,736,327 BOX","$139,184.69",-12.64%
1284,Merculet,MVP,"$2,517,230.12",$0.0005812,"4,330,984,343 MVP","$348,468.50",-5.54%
1285,Goose Finance,EGG,"$2,476,469.00",$1.4110,"1,755,130 EGG *","$8,976.96",-20.34%
1286,HEAT,HEAT,"$2,455,846.74",$0.05121,"47,955,493 HEAT *",--,10.26%
1287,FairGame,FAIR,"$2,459,906.63",$0.002562,"960,000,000 FAIR","$1,241,949.41",-36.96%
1288,Thisoption,TONS,"$2,435,837.91",$0.4417,"5,514,569 TONS","$1,530,304.02",-52.75%
1289,BOX Token,BOX,"$2,410,671.55",$0.02416,"99,776,753 BOX",$12.32,-7.72%
1290,Xfinance,XFI,"$2,403,268.66",$51.14,"46,993 XFI","$47,146.48",-16.63%
1291,Public Mint,MINT,"$2,246,032.50",$0.1288,"17,437,500 MINT *","$127,028.59",-32.46%
1292,VINchain,VIN,"$1,917,088.25",$0.003249,"590,108,901 VIN","$206,704.71",-20.28%
1293,AmonD,AMON,"$2,364,319.40",$0.002839,"832,935,970 AMON *",--,0.70%
1294,TopBidder,BID,"$2,342,068.13",$0.4677,"5,007,928 BID *","$4,169.03",-7.61%
1295,LINKA,LINKA,"$2,317,623.40",$0.003339,"694,150,020 LINKA","$347,252.54",-7.69%
1296,Growth DeFi,GRO,"$2,309,206.28",$6.7950,"339,840 GRO *","$4,149.72",-11.74%
1297,BiFi,BIFI,"$2,330,769.48",$0.02169,"107,442,841 BIFI","$319,169.65",-27.42%
1298,DePay,DEPAY,"$2,305,418.82",$1.3489,"1,709,053 DEPAY","$86,785.83",-19.37%
1299,Signature Chain,SIGN,"$2,293,684.89",$0.002995,"765,779,225 SIGN *","$1,267.28",-10.68%
1300,PayPie,PPP,"$2,283,731.92",$0.02768,"82,500,000 PPP *",--,-3.15%
1301,Yield Optimization Platform & Protocol,YOP,"$2,291,612.96",$0.2283,"10,039,116 YOP *","$861,363.07",-23.96%
1302,Falcon Project,FNT,"$2,261,274.86",$0.0005723,"3,951,280,734 FNT","$21,245.36",-11.62%
1303,NFT,NFT,"$2,195,494.12",$0.05956,"36,863,404 NFT *","$57,845.50",-35.67%
1304,APYSwap,APYS,"$2,233,512.67",$0.1489,"15,002,465 APYS *","$478,863.29",-38.43%
1305,Lunes,LUNES,"$2,234,784.33",$0.01483,"150,728,538 LUNES","$1,103.22",-8.11%
1306,Pinkcoin,PINK,"$2,224,719.23",$0.00519,"428,630,197 PINK","$4,955.88",-14.47%
1307,Dracula Token,DRC,"$2,223,399.76",$0.1535,"14,484,645 DRC *","$76,846.83",-23.57%
1308,Tokes,TKS,"$2,221,552.07",$0.01111,"199,999,574 TKS *",$50.49,-30.68%
1309,Honest,HNST,"$2,204,006.97",$0.02343,"94,061,602 HNST *","$97,626.81",-0.94%
1310,Breezecoin,BRZE,"$2,179,248.94",$0.01211,"180,000,000 BRZE","$43,875.80",2.09%
1311,ETHA Lend,ETHA,"$2,217,218.70",$0.3201,"6,927,062 ETHA *","$706,025.39",-18.60%
1312,SureRemit,RMT,"$2,207,840.20",$0.004416,"500,000,000 RMT *","$11,695.65",-29.53%
1313,CryptoFranc,XCHF,"$2,231,042.92",$1.1155,"2,000,000 XCHF *","$70,714.09",2.64%
1314,Trollcoin,TROLL,"$2,187,483.15",$0.00369,"592,810,145 TROLL",$449.29,47.67%
1315,Pepe Cash,PEPECASH,"$2,185,793.07",$0.003114,"701,884,009 PEPECASH *","$1,876.95",-20.76%
1316,Carbon,CRBN,"$2,184,438.54",$0.0862,"25,341,496 CRBN","$114,436.31",-28.52%
1317,Bismuth,BIS,"$2,173,924.27",$0.1017,"21,368,524 BIS","$1,292.78",-1.22%
1318,Origo,OGO,"$2,173,521.50",$0.004934,"440,516,789 OGO *","$624,635.13",-27.33%
1319,Hush,HUSH,"$2,157,570.28",$0.2069,"10,427,077 HUSH",$684.56,-42.08%
1320,CPChain,CPC,"$2,150,983.53",$0.005709,"376,765,852 CPC *","$99,476.67",-24.38%
1321,Tadpole Finance,TAD,"$2,153,877.80",$9.3494,"230,376 TAD","$13,497.26",-14.68%
1322,Denarius,D,"$2,128,448.76",$0.2793,"7,620,188 D",$163.33,-14.18%
1323,SnowSwap,SNOW,"$2,091,441.16",$6.5360,"319,986 SNOW *","$129,811.45",-11.22%
1324,Ideaology,IDEA,"$2,093,197.55",$0.1511,"13,852,983 IDEA *","$633,064.11",-5.89%
1325,SINOVATE,SIN,"$2,081,708.82",$0.003136,"663,717,042 SIN","$164,450.44",-17.75%
1326,Apollon Limassol,APL,"$2,076,441.41",$8.2668,"251,178 APL *",--,-24.87%
1327,BeatzCoin,BTZC,"$2,063,821.49",$0.0008651,"2,385,782,975 BTZC",$19.59,-26.57%
1328,BitCapitalVendor,BCV,"$2,075,828.51",$0.002033,"1,021,199,995 BCV *","$96,367.07",15.51%
1329,xRhodium,XRC,"$2,053,091.83",$1.6430,"1,249,615 XRC",$113.92,-9.78%
1330,VAULT,VAULT,"$2,038,181.67",$4.9231,"414,000 VAULT","$1,488.42",-2.68%
1331,DMM: Governance,DMG,"$2,036,646.66",$0.04059,"50,171,667 DMG *","$760,613.29",-18.91%
1332,Governor DAO,GDAO,"$2,025,044.83",$0.728,"2,781,580 GDAO *","$115,835.18",-5.11%
1333,Berry Data,BRY,"$2,037,473.85",$1.0187,"2,000,000 BRY *","$90,159.45",-29.30%
1334,Virtue Poker,VPP,"$2,035,345.97",$0.1403,"14,504,255 VPP","$87,522.92",-37.78%
1335,Squirrel Finance,NUTS,"$2,027,985.43",$1.8158,"1,116,849 NUTS *","$5,770.26",-17.74%
1336,Chainswap,TOKEN,"$2,098,163.00",$0.3756,"5,586,282 TOKEN *","$91,374.26",-21.17%
1337,Internxt,INXT,"$2,022,443.19",$3.2122,"629,610 INXT *","$143,220.68",-10.49%
1338,Team Heretics Fan Token,TH,"$2,014,387.70",$4.7283,"426,026 TH *",--,-19.10%
1339,CEEK VR,CEEK,"$1,987,289.39",$0.002813,"706,544,460 CEEK","$432,615.39",-9.22%
1340,TurtleNetwork,TN,"$2,006,192.61",$0.02271,"88,335,911 TN",$47.11,-34.53%
1341,Signata,SATA,"$1,998,986.40",$0.1025,"19,510,849 SATA","$14,563.69",-15.14%
1342,Playgroundz,IOG,"$2,000,245.20",$0.07007,"28,545,120 IOG","$1,754.45",4.19%
1343,Sumokoin,SUMO,"$1,985,071.85",$0.072,"27,570,024 SUMO","$53,765.96",-15.44%
1344,Zebi Token,ZEBI,"$1,990,309.88",$0.002629,"757,048,624 ZEBI *","$1,575.34",-19.97%
1345,Bitcoin Plus,XBC,"$1,981,804.89",$12.20,"162,389 XBC *","$92,873.88",-13.83%
1346,BSCView,BSCV,"$2,034,441.16",$0.1724,"11,801,399 BSCV","$37,522.99",116.83%
1347,SparkPoint Fuel,SFUEL,"$1,987,285.81",$0.07004,"28,373,956 SFUEL","$281,868.47",-19.76%
1348,Cappasity,CAPP,"$1,970,207.22",$0.00297,"663,271,025 CAPP *","$209,962.67",-18.48%
1349,CryptoPing,PING,"$1,970,854.22",$0.2721,"7,244,286 PING *",--,-1.12%
1350,Plair,PLA,"$1,961,564.41",$0.00007659,"25,610,108,545 PLA","$1,008.76",-13.93%
1351,QANplatform,QARK,"$1,958,547.22",$0.1028,"19,057,960 QARK","$2,182.38",-16.31%
1352,BitTube,TUBE,"$1,954,093.08",$0.006228,"313,741,202 TUBE","$5,724.23",-3.38%
1353,Veil,VEIL,"$1,940,571.20",$0.02254,"86,077,880 VEIL",$287.81,-9.88%
1354,Polyient Games Governance Token,PGT,"$1,958,877.15",$107.42,"18,236 PGT *","$1,295.23",-10.97%
1355,Skrumble Network,SKM,"$1,951,900.38",$0.00191,"1,021,680,996 SKM","$93,736.18",-20.88%
1356,PLANET,PLA,"$1,936,025.70",$0.008605,"225,000,000 PLA","$42,635.67",-14.14%
1357,ChangeNOW Token,NOW,"$1,926,109.36",$0.02309,"83,432,980 NOW *",$945.26,-16.69%
1358,eXPerience Chain,XPC,"$1,914,376.18",$0.00002102,"91,090,814,961 XPC","$111,063.62",-8.29%
1359,SmartCredit Token,SMARTCREDIT,"$1,914,666.53",$1.4180,"1,350,243 SMARTCREDIT *","$273,344.05",-21.66%
1360,Vipstar Coin,VIPS,"$1,860,612.73",$0.00003807,"48,870,352,722 VIPS",$2.9300,13.53%
1361,ChatCoin,CHAT,"$1,905,099.13",$0.002761,"690,000,640 CHAT","$123,989.32",-22.24%
1362,Waves Community Token,WCT,"$1,903,098.25",$0.1903,"9,999,939 WCT *",--,-3.07%
1363,Bitcoin Atom,BCA,"$1,892,875.57",$0.1028,"18,418,931 BCA",$220.84,4.22%
1364,Mcashchain,MCASH,"$1,894,652.84",$0.002892,"655,129,798 MCASH",$740.00,<0.01%
1365,ETNA Network,ETNA,"$1,890,301.23",$0.1565,"12,079,542 ETNA *","$250,184.48",-2.34%
1366,DAV Coin,DAV,"$1,890,893.30",$0.002726,"693,650,813 DAV","$828,685.00",53.53%
1367,UGAS,UGAS,"$1,871,736.07",$0.0109,"171,719,420 UGAS *","$274,520.89",-20.29%
1368,Graviocoin,GIO,"$1,870,787.67",$0.02594,"72,128,521 GIO","$3,031.27",-26.67%
1369,DexKit,KIT,"$1,879,309.99",$2.3524,"798,898 KIT","$854,982.69",-1.77%
1370,Faceter,FACE,"$1,865,426.24",$0.003965,"470,477,311 FACE","$1,046.65",-0.59%
1371,Jupiter,JUP,"$1,854,070.02",$0.01461,"126,928,767 JUP *","$1,067,781.77",-41.34%
1372,AMATEN,AMA,"$1,857,032.71",$0.2453,"7,571,323 AMA",$280.42,16.14%
1373,NativeCoin,N8V,"$1,845,661.51",$0.07439,"24,809,180 N8V","$4,709.94",-66.92%
1374,Kuai Token,KT,"$1,844,632.37",$0.1619,"11,391,099 KT","$23,737,480.67",1.41%
1375,Starbase,STAR,"$1,879,438.39",$0.01002,"187,500,000 STAR","$71,548.32",-39.25%
1376,Infinity Esaham,INFS,"$1,819,076.16",$2.8641,"635,122 INFS","$2,822.67",-8.45%
1377,Unido EP,UDO,"$1,814,041.48",$0.05301,"34,219,445 UDO *","$135,457.48",-45.05%
1378,Swace,SWACE,"$1,801,540.46",$0.00351,"513,292,589 SWACE",$73.72,-21.89%
1379,Darwinia Commitment Token,KTON,"$1,808,071.15",$44.44,"40,685 KTON","$706,397.61",-24.26%
1380,CannabisCoin,CANN,"$1,790,476.54",$0.02318,"77,231,176 CANN",--,-8.60%
1381,Experty,EXY,"$1,791,662.90",$0.06614,"27,088,352 EXY",$70.83,-9.41%
1382,Pawtocol,UPI,"$1,776,695.23",$0.007025,"252,924,377 UPI","$85,476.44",-55.60%
1383,Club Atletico Independiente,CAI,"$1,784,052.15",$2.7326,"652,888 CAI *",--,-13.89%
1384,FairCoin,FAIR,"$1,776,781.53",$0.0334,"53,193,831 FAIR",--,-5.42%
1385,ZClassic,ZCL,"$1,777,817.61",$0.1925,"9,234,916 ZCL","$11,450.46",-5.76%
1386,TENT,TENT,"$1,768,305.64",$0.04854,"36,430,028 TENT","$147,787.95",-14.91%
1387,Nexalt,XLT,"$1,778,781.68",$0.06935,"25,648,735 XLT","$136,437.33",21.33%
1388,MyWish,WISH,"$1,760,360.09",$0.1844,"9,546,651 WISH",$40.57,-31.39%
1389,Cornichon,CORN,"$1,753,125.87",$0.1022,"17,149,076 CORN","$1,004.50",-13.60%
1390,Pascal,PASC,"$1,746,862.75",$0.05039,"34,668,425 PASC","$40,099.58",-16.82%
1391,CHADS VC,CHADS,"$1,740,410.37",$0.03612,"48,187,198 CHADS *",--,-13.83%
1392,Fluity,FLTY,"$1,720,630.47",$0.07304,"23,556,229 FLTY","$3,115.31",-33.17%
1393,xSigma,SIG,"$1,704,618.43",$0.2353,"7,243,169 SIG","$81,286.60",-23.40%
1394,GHOSTPRISM,GHOST,"$1,716,277.19",$0.3803,"4,513,241 GHOST",$15.17,-3.06%
1395,YEE,YEE,"$1,724,463.15",$0.001263,"1,365,218,125 YEE","$242,117.85",-22.67%
1396,MobileGo,MGO,"$1,653,430.97",$0.01653,"99,996,877 MGO *","$743,581.46",4.33%
1397,Penta,PNT,"$1,713,808.13",$0.00008155,"21,014,319,521 PNT","$21,241.64",-2.28%
1398,AidCoin,AID,"$1,693,078.81",$0.03979,"42,547,118 AID *",--,-14.25%
1399,ODUWA,OWC,"$1,683,282.37",$0.4018,"4,188,884 OWC","$17,780.97",-14.14%
1400,Evedo,EVED,"$1,583,231.80",$0.1097,"14,435,777 EVED","$1,046,823.46",-44.71%
1401,iEthereum,IETH,"$1,684,780.37",$0.0936,"18,000,000 IETH",$105.27,-11.28%
1402,Playcent,PCNT,"$1,677,862.71",$0.0757,"22,165,203 PCNT *","$65,673.34",-48.56%
1403,Wilder World,WILD,"$1,672,351.88",$0.08268,"20,225,676 WILD *","$263,293.96",-31.03%
1404,Young Boys Fan Token,YBO,"$1,692,912.82",$1.6906,"1,001,392 YBO *",--,-22.59%
1405,StakedZEN,STZEN,"$1,664,068.90",$49.82,"33,403 STZEN",$3.9200,-34.66%
1406,Furucombo,COMBO,"$1,650,938.74",$0.3635,"4,542,188 COMBO *","$270,569.54",-17.10%
1407,QuadrantProtocol,EQUAD,"$1,650,071.87",$0.003972,"415,437,335 EQUAD","$100,186.35",-13.99%
1408,Azuki,AZUKI,"$1,615,720.05",$0.1432,"11,284,984 AZUKI *","$64,649.02",-7.32%
1409,Isiklar Coin,ISIKC,"$1,650,321.67",$0.4226,"3,904,805 ISIKC","$316,312.68",15.59%
1410,STATERA,STA,"$1,638,317.34",$0.02023,"80,968,545 STA","$122,098.48",-15.33%
1411,I/O Coin,IOC,"$1,646,015.50",$0.08685,"18,952,173 IOC *",$91.32,-11.28%
1412,Hydro,HYDRO,"$1,651,013.21",$0.02219,"74,414,257 HYDRO *","$174,033.28",-14.15%
1413,Perth Mint Gold Token,PMGT,"$1,649,168.50","$1,787.32",923 PMGT,"$54,371.97",1.33%
1414,HodlTree,HTRE,"$1,646,435.10",$0.3585,"4,592,193 HTRE",--,0.00%
1415,Enigma,ENG,"$1,621,949.33",$0.1159,"13,993,018 ENG *","$2,909,310.84",14.91%
1416,SuperLauncher,LAUNCH,"$1,625,574.93",$0.4011,"4,052,457 LAUNCH","$34,878.85",-31.59%
1417,eosDAC,EOSDAC,"$1,617,476.21",$0.002448,"660,755,177 EOSDAC","$72,097.76",-4.21%
1418,Blocery,BLY,"$1,622,833.01",$0.02976,"54,534,937 BLY *","$1,095,677.37",-11.81%
1419,ZENZO,ZNZ,"$1,618,032.06",$0.05454,"29,667,006 ZNZ",$176.04,-4.48%
1420,Crown,CRW,"$1,616,518.20",$0.05882,"27,480,779 CRW",$484.58,-13.80%
1421,ATN,ATN,"$1,607,405.33",$0.01907,"84,302,524 ATN *","$62,968.38",-13.32%
1422,2key.network,2KEY,"$1,555,916.60",$0.02044,"76,105,066 2KEY *","$161,191.94",-16.65%
1423,Omni,OMNI,"$1,604,529.09",$2.8504,"562,914 OMNI *",$12.05,-18.33%
1424,Curecoin,CURE,"$1,596,171.83",$0.06367,"25,070,364 CURE",$545.54,-11.34%
1425,Fyooz,FYZ,"$1,604,505.18",$0.2479,"6,471,843 FYZ *","$19,534.79",0.68%
1426,Nuggets,NUG,"$1,592,076.42",$0.000923,"1,724,830,450 NUG","$7,139.95",12.14%
1427,Minereum,MNE,"$1,588,602.22",$0.1264,"12,567,952 MNE","$46,097.42",0.54%
1428,MotaCoin,MOTA,"$1,586,773.87",$0.03021,"52,526,556 MOTA","$3,136.95",-18.16%
1429,Nsure.Network,NSURE,"$1,605,268.04",$0.2832,"5,668,964 NSURE *","$570,715.58",-13.88%
1430,WinStars.live,WNL,"$1,572,607.35",$0.08304,"18,936,856 WNL *",--,-3.15%
1431,Eden,EDN,"$1,558,716.13",$0.002598,"600,000,000 EDN","$261,030.51",-6.38%
1432,Scry.info,DDD,"$1,578,413.20",$0.003587,"440,057,074 DDD *","$53,319.41",-9.98%
1433,Ulord,UT,"$1,672,353.57",$0.02098,"79,716,969 UT",--,-7.90%
1434,Smoothy,SMTY,"$1,539,091.20",$0.3024,"5,089,773 SMTY *","$383,658.44",-7.40%
1435,e-Gulden,EFL,"$1,537,805.57",$0.08962,"17,159,336 EFL",$82.06,-3.15%
1436,1X2 COIN,1X2,"$1,536,384.72",$0.301,"5,103,634 1X2",--,-3.15%
1437,HiCoin,XHI,"$1,534,461.22",$0.000346,"4,434,602,828 XHI",--,-3.15%
1438,BarterTrade,BART,"$1,522,208.18",$0.02233,"68,172,420 BART","$617,408.13",-21.50%
1439,adbank,ADB,"$1,517,661.21",$0.001751,"866,786,555 ADB *","$177,571.64",-16.93%
